,评论ID,机型,规格,初评时间,初评内容,追评时间,追评内容,追评天数
1359,1128090799517,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 06:12:31,很不错，之前给老公买的11，现在自己买的11pro，奈斯奈斯。,,,
1360,1126825440265,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 05:53:30,第一次用小米，颜色不错，使用了几个小时很便捷。充电超快！的确牛。物流很快。,,,
1361,1127691046176,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 05:19:45,其他特色：我对手机的要求：2K屏，120刷新率，有红外，有长焦镜头，有NFC，线性马达，双扬声器。终于等到了小米11pro。配置正中我下怀，首销就下单了，果然没让我失望，大爱。发货也也快，第二天就收到了。全五星好评。小米加油。。 拍照效果：三星GN2大底很强大，拍照很清晰。 电池续航：5000毫安电池，充电快，掉电慢，续航杠杠滴。 通信音质：通话声音清晰，外放很大声。 运行速度：888，一点不卡，很流畅。发热控制得也很好。 显示效果：2K+120刷新率，简直不要太爽，用了就回不去了。,,,
1362,1127257081527,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 03:33:45,还不错，挺好用的，速度快，颜色也好看,,,
1363,1127256745671,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 03:06:03,拍照效果：底大一级压**。拍照名列前茅 电池续航：平时不玩什么游戏。待机不错，快充加持更是自信满满 运行速度：流畅 显示效果：屏幕效果真的没的说。,,,
1364,1127256641736,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 03:01:58,为了玩原神买的 东西还是不错的 但是拿来跑原神就有些狂了 和华为nova 7比是要强一些 但开60祯玩半个小时原神就有些夸大了 60祯玩几分钟就很烫了,,,
1365,1127689902182,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 02:43:32,好评，各方面测试结束，发热 续航 充电 游戏 视频 音乐 拍照，各方面非常满意，我选手机注重屏幕，所以这次选择了小米，我也是第一次用小米的东西，这个性价比，以后就是米粉啦！！支持！！！！！,,,
1366,1126823748007,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 02:06:47,拍照效果：牛 以前用过小米手机，现在又重回小米啦，运行流畅，显示效果超级好，散热也还行，拍照牛，总之超级赞！ 电池续航：可以 通信音质：超棒 运行速度：快 显示效果：赞,,,
1367,1128089039037,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 02:05:15,不负期待，一天使用下来体验感很好！拍照效果好，尤其是夜景！运行速度快，电池续航也不错，音质和显示效果都是很满意！看来没有白等，性价比超高！,,,
1368,1128088447699,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 01:50:57,手机已收到，屏幕很出色，5000mah的电池很爽，送货也快，非常满意。,,,
1369,1127688834930,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 01:46:29,手机用着很不错，个个方面都很令人满意，发货很快，买的很值。,,,
1370,1127688858432,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 01:33:35,发货速度很快，上手感觉很好，重量与厚度能接 受。本次备货量大，不用抢就能买到，进步了， 挺好，希望小米造车成功。,,,
1371,1127255297830,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 01:23:52,续航超强！不愧为安卓机皇！相机简直跟夜视仪一样！重量还行！能接受。。后置相机模组也是有够大的！速度也是超级快！屏幕滑动，如丝般顺滑！骁龙888铁三角，也是无敌强。小米服务也不错，物流也很快^&omega;^整机可以说是相当的满意。,,,
1372,1128088123072,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 01:09:36,这手机什么都好，在我看来，目前被称作&ldquo;安卓机皇&rdquo;的确当之无愧，但是，就是玩原神和崩坏的时候有点烫，我觉得真的可以当暖宝宝了。。。。。。当然，也有可能是我手机画质和游戏画质都开得最高，才这么烫。玩王者荣耀的话，还可以，不是很烫，只是稍稍有点发热，不过这个应该是正常情况，手机玩久了都会发热的。在我看来，发烫大概是这部手机的唯一缺点。,2021-04-04 01:17:42,哦，崩坏是崩坏三哈，在这里再说一句崩坏3策划，我手机买画质这么高的，崩坏三这个游戏也是一个因素，结果这次的外服三周年和差不多同时出的国服花嫁活动，着实把我恶心了一把。导致我现在都不想怎么玩崩坏三了。感觉被欺骗了感情。唉！崩坏三策划组实在过于&ldquo;强悍&rdquo;！！！,1.0
1373,1126821720788,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 00:46:44,第一时间下手当晚发货，真棒，从小米10换过来，使用体验一般般，不一样的是，拍照提升可以，没有微距。换机很快。,,,
1374,1128086811818,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 00:40:14,相比较我之前的小米10Pro提升还是很大的，支持小米，想买ultra的，没有找到标配,,,
1375,1127254465344,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-04 00:39:53,物流很快0点下单下午4点签收，使用一天感觉续航和充电都很棒，屏幕观感很舒服，120hz纵享丝滑，日常拍摄和夜景超级强无敌。配色也很喜欢，就很棒，好耶。,,,
1376,1127253429307,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 00:14:32,运行速度快，音效也挺好的，性价比高,,,
1377,1127686382535,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 00:12:51,淘汰掉用了五年多的iPhone6s，换到安卓的小米，专门等pro版出来才买，挺能打的机器，是我想要的安卓旗舰了，继续使用，慢慢习惯吧。小米nb！,,,
1378,1128085867503,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 00:12:32,第一次买小米感觉不错，上手手感还行，感觉指纹识别不是很灵敏，但人脸识别很好可以亮屏秒识别开，充电是真的快。,,,
1379,1127686202293,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-04 00:05:36,非常棒紫色的真香，支持小米,,,
1380,1127252577909,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-04 00:02:42,很好屏幕很好很好屏幕很好很好屏幕很好很好屏幕很好很好屏幕很好很好屏幕很好很好屏幕很好,,,
1381,1128084843142,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 23:47:57,66666666666  11个6送给雷总,,,
1382,1127252025319,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 23:45:37,显示效果：显示色彩鲜艳，没的说，从小米1s开始到米6，再到红米k20pro，再到现在的小米11pro，陪伴了十年，一直很喜欢小米手机，这次无论续航还是拍张，都达到了了我的要求，很喜欢，2号凌晨下单，3号上午到货，可以可以,,,
1383,1128084043489,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 23:36:40,顺丰速度飞快。手机是电镀的蓝绿色，帅呆了,,,
1384,1127684122873,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 23:33:51,手感很好很流畅，正常使用不怎么发热，掉电有些许快，闪充速度很快,,,
1385,1127684122234,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 23:28:04,拿在手上很漂亮，APP运行速度，屏幕操作都挺给力的，屏幕显示效果也很不错。另外手机好像没有霍尔感应器。 还有就是一个手机套没有同时跟上，现在也就是一个透明的硅胶套，不好看，而且感觉没有保护到摄像头。虽然手机好看，但是没有手机套感觉还是有些不放心。希望赶紧出一个全包的官方翻盖手机套。,,,
1386,1126817884716,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 23:25:55,发货速度很快，手机手感不错，其他多玩几天再来,,,
1387,1127251005079,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 23:24:38,发的顺丰，头晚九点下单第二天早上九点就到了。包装完好，颜值满分，运行流畅，nice！全开特效玩了一个小时原神，只有一点点升温，不怎么烫，看视频画质也很舒服，整体体验极佳！时隔四年再次使用小米，吹爆！！！,,,
1388,1127250545069,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 23:18:39,真的非常不错,,,
1389,1128082659682,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 23:18:16,颜色太好看了吧😍😍拍照特别清晰，下午拍的，第二天就收到了，物流也太快了吧，第一次买小米，爱了爱了,,,
1390,1126817004225,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 23:09:30,运行速度：快！速度杠杠的！ 拍照效果：很不错，清晰 显示效果：细腻，三星顶级屏幕就是牛 电池续航：正常使用一天一充，充电也很快,,,
1391,1127249893072,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 23:08:08,实物好看的一批，手感也很奈斯，玩了两小时原神一点发热的迹象都没有，挑不出毛病👍,,,
1392,1127682742437,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 23:06:55,拍照效果：极佳 电池续航：优秀 给女朋友买的礼物，收到非常喜欢。也是他的第1个小米手机，相信用了就回不去了。 运行速度：快,,,
1393,1126816092968,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 23:01:54,第一次用小米，也第一次遇见手机充电烫到要炸的情况，一言难尽。,,,
1394,1126816188361,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 22:59:41,手机挺好，中规中矩，但是摄像头真的惊艳到了，照片很柔和，处理的也很好。另外没有耳机孔，也没送转接头！**&hellip;&hellip;,,,
1395,1128081075742,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 22:56:43,安兔兔验机显示正品，顺便跑了个分，79万分，很不错，夜景超级好～,,,
1396,1127248913562,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:56:17,对比了时下多款手机，最后还是选择了小米11pro，希望它能比上一部手机陪伴我更久。 说说它最戳我的几个点吧！ 1.屏幕！！2K+120Hz屏真的太戳我了，其他都是1080 2.电池容量大！！5000mAh 3.绿色！！！ 最后为什么没有选11选了11pro，因为11没有三防！11pro IP68！加1000买一个新款+电池容量+最高三防功能还可以接受。 综合来说性价比确实高，特别是对于我的主要需求是屏幕和CPU，更别说它还有其他让人眼前一亮的配置，比如照相摄影功能！ 就是物流折腾了两天- -差点变成三天，现在心里还在忐忑,,,
1397,1128080571538,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:50:13,刚到手时非常顺滑，没有发现什么问题。感觉稍微有点沉。从小米8换过来觉得很强大。照相也挺清楚。用一阵子再追评吧。,,,
1398,1127247621488,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:43:13,非常好，非常完美，手机像素，电池，性能，都很6，，手机一点不卡顿，打游戏不卡，而且还有个游戏空间，棒棒哒，12+256,,,
1399,1127680614417,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:41:12,昨天早上接的尾款，今天中午就到了，物流很快，手机用了一下午很流畅，音效很大感觉都不用买音响。总体感觉还不错。,,,
1400,1126813764966,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 22:30:49,不错，屏幕大，显示清晰，音质好。4.2号上午10点下的单，下午五点就收到了，物流很给力。,,,
1401,1127679578644,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 22:28:50,手感真的不用说，一级棒，性能杠杠的，王者打起来那个叫丝滑，就是原厂给的膜真的不太行，右上边上有个小圈圈，摸过去没感觉，在光线充足下会看到，前置摄像头的位置也有点偏，问题不大，都是小事，物流也很快啊，一天就到了，整体下来一级棒,,,
1402,1126813412913,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:26:36,666,,,
1403,1126813640470,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 22:24:47,手机很快就收到了，紫色磨砂渐变色太好看了，120赫兹两k屏太棒了，手机更薄了。,,,
1404,1127678958579,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:20:45,手机收到了，心心念念了好久，终于等到了。发布会后第二天晚上就买了，今天到货后把玩了一会。 使用感受如下： 屏幕素质：画面清晰细腻，色彩鲜艳充满活力。  外观：买的紫色，个人喜欢。正面看起来没的说，一级棒。背面相机模组看起来有点大，需要点时间适应。手机整体感觉有点长，哈哈。  音频：音质不错，使用的时候惊艳到了我，很好的体验。声音开满跟个低音炮一样，牛啊。不过没上对称双扬声有点美中不足啊。  性能：骁龙888性能很强悍，游戏方面完全没问题，王者和吃鸡这类游戏没一点压力。手机温度温温的，原神拉满配置玩也不卡，就是半个小时后温度上升有点明显了，不影响游戏体验，我个人表示问题不大。  拍照：拍照不错，达到了我的预期目标。本人热爱摄像拍照，这次有五千万的三星GN2大底加持，我能好好的发挥本人的爱好了。 这次11pro和超大杯都上了IP68防水防尘，就很奈斯。背面手机摄像头有点突出，要买个壳盖过它，不然很容易磕碰划伤。,,,
1405,1127245629687,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:18:34,很棒，跑分81万，用的手感很好，一直是米粉，,,,
1406,1127678830459,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 22:18:06,完美呀，终于收到啦，太酷炫了，真是惊艳到我了，快递速度也是非常快,,,
1407,1126812864453,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:15:33,拍照效果：拉满。这个还是给力的。 电池续航：也不知道好不好，收到66的电，好像也不是很重度再玩。感觉掉的有点快。 运行速度：拉满。 手机好像略微有点发烫。,,,
1408,1126812980007,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:14:31,速度纠快就到了，没想到。充电也快，漂漂亮亮。没耳朵孔，原来时代已进步了，现在全是蓝牙了！速度纠快就到了，没想到。充电也快，漂漂亮亮。没耳朵孔，原来时代已进步了，现在全是蓝牙了！,2021-04-09 14:15:28,太好用了，拿在手上都舍不得装卡。哈哈哈,5.0
1409,1126812080156,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 22:04:01,好嗨哟，感觉人生已经到达了高峰，我心澎湃， 待到秋来九月八，我花开后百花杀，冲天香阵透长安，满城尽带黄金甲，小米造车就叫黄金甲吧，加油，雷总加油。,,,
1410,1128076831106,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 22:03:17,手机很好哦，充电速度很快，也很流畅，像素很不错，拍的夜景很清晰，还有物流也确实是很快，很满意哟。,,,
1411,1128076403631,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 22:03:11,手机很不错，拍照也很好，性价比很高 这一款耳机一着手，就很舒服，建议这个可以入手 还有就是外观也很漂亮，用起来很舒服,,,
1412,1127243789925,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:59:56,这手机还可以，和雷军说的差不多，刚刚到手就感觉非常奈斯,,,
1413,1127243789377,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:56:43,用了一天，各方面比较满意，看看送我个什么包，期待。。,,,
1414,1127676442557,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:52:46,定金加上尾款拿下的小米11 pro顶配版，音质屏幕什么的真心无敌，小米11至尊版买不到没办法，不过小米11 pro也不差，相机我一个大男人基本就是扫个码，  K30pro变焦版该退役了，充电也是贼快，刷新率120 Hz用了真的回不去了，这个价位的小米无敌，一直是米粉，哈哈&hellip;&hellip;,,,
1415,1126810500628,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:50:44,小米8一直很流畅，要不是因为电池不行和内存不够我就不换11pro了。小米加油！ 看别的评论有送充电宝的，不知道为什么我没送！哈哈哈哈,,,
1416,1127676186203,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:48:02,早上起来才慢悠悠付的尾款，下午已经送到了！真香~小米换机的功能也太强大了，连聊天记录都一键全部备份过去了,,,
1417,1127676146252,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 21:47:47,真不错真不错，手机好大一个,,,
1418,1127675942717,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:47:19,发货挺快的，昨天下的单，今天就送到了，手机也不错，功能挺全的，推荐试试。客服的态度很好［泽米晨茜］、［泽米双蒋］，下次换手机还来这里。,,,
1419,1127242793155,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 21:45:50,作为一个小米6钉子户，最满意的就是ip68防水和相机。做工真的还可以。发热能接受，散热还可以，毕竟888大火龙。价格还是有点偏高，但是比期货手机华为好多了。谁的钱都不是大风刮刮来的。音质不错，毕竟哈曼卡顿。但是相机优化要加强，隔壁一加都搞哈苏联名了，相机优化要加强。,,,
1420,1127242553513,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 21:44:36,手机屏幕很好，用起来很流弊畅,,,
1421,1126810164165,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:42:41,遇见都是天意，拥有的都是幸运，世界上有一千种等待，最好的那种叫&ldquo;未来可期&rdquo;,,,
1422,1127242009680,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 21:42:19,紫色的手机很漂亮，拍照功能强大，使用很流畅。手机性价比很高，大爱,,,
1423,1127675202531,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:39:15,等了好久终于等到今天，下午拿到的11pro，用了几个小时，感觉不错，就是没有耳机转换器！真棒！,,,
1424,1127241957135,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:38:57,11pro还不错，用着很顺手，各方面都很强,,,
1425,1126809404019,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 21:35:39,买就完事了，舒不舒服谁用谁知道哈哈哈！感谢小米让我用上了便宜的苹果！,,,
1426,1126809296242,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:35:02,小米11pro老早就相中了，今天终于买到了，无论是充电速度，电池容量，还有骁龙888，还有摄像头都非常符合我的要求，真不戳真不戳。,,,
1427,1127674918264,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:33:48,还不错，就是升级应用的时候发热有点快，先用两天看看,,,
1428,1127241601156,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:33:39,性价比高用起来很棒,,,
1429,1128073875107,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:31:33,相机比我的xr好多了，屏幕细腻入微，瞬间觉得小米手机也不比苹果手机差啊,,,
1430,1128073387833,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:30:38,2k120体验很好，功放音质很好，电池消耗很快，手机温度上升很快，顺丰送货也很快，不知我的晒单快不快，我想要包,,,
1431,1128073531438,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:30:28,一直支持国产名牌小米，至少买过四五部小米手机了。上一部小米mix2还在用，这次果断入手小米11pro,,,
1432,1126808560547,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:30:02,顺丰快递收的货，3.30号定金拍的，4.2号付款，发货速度很快，3号上午就收到了，品质不错，愉快的购物体验!,2021-04-03 21:34:58,用着速度很快，非常好，发货速度也很快，绿色质感很好，非常值得购买！,0.0
1433,1126808340871,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 21:29:48,拍照效果：夜拍效果太惊艳了，你敢相信这是晚上9点的照片么666 电池续航：充电非常快，充电十分钟，游戏几小时 运行速度：非常流畅，不愧是最优秀的安卓系统,,,
1434,1128073171831,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:27:53,2号凌晨付款的，今晚就到了，物流很快没有瑕疵。手机手感也很好，自己很喜欢，我会推荐给朋友参考,,,
1435,1127674214315,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:26:27,完美东西比我想象中的还要完美，十分给力，值得入手。安卓机皇💪🏻,,,
1436,1127674122168,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 21:23:27,非常期待的手机终于到货，发货快，外观酷炫，速度快，从华为换回小米啦，很满意,,,
1437,1127673558910,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:23:23,手機很好，也很人性化，家裡人多年来一直用小米，旧手機传输资料到新小米，很快，而且小米平台一直保留多年的图片，很好！,2021-04-03 21:24:53,随年试拍一个，捧捧的！,0.0
1438,1128072563731,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:22:44,发货很快，当天就到货，运行速度流肠，外观也好看,,,
1439,1127240421143,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:21:22,相信雷总，第六台小米手机！,,,
1440,1127240157012,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:18:55,给人的感觉很惊艳 很不错,,,
1441,1128072251570,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:15:54,主摄太突出，感觉容易磨坏。没有送耳机，线下赠品挺多，线上可惜没同步。其他还不错，就是有一点，好歹也是五千多的东西，发个顺丰行么，就EMS，关键明明写了不能扔快递站点，还是扔在了那边。这点很不满意。手机很好。,,,
1442,1128072359173,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:15:52,目前使用良好,,,
1443,1126807108358,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:14:12,挺好的，大小也合适，要是再大点屏幕更好了，还是很不错的,,,
1444,1127239809004,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:13:16,第一次用小米的手机  感觉非常不错特别喜欢这个新外观非常的创新加油小米,,,
1445,1128071451991,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:11:36,流畅，屏幕舒服,2021-04-03 21:13:39,手机显示高清，系统流畅 拍照非常好，充电很快,0.0
1446,1128071475690,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:10:20,手机非常好用，屏幕非常赞~昨天上午买的，没想到从北京发货今天就到了，多年米粉依旧支持👍🏻👍🏻,,,
1447,1127239193509,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:10:17,完美，就喜欢这个颜色，用了三年的华为终于换了小米了。,,,
1448,1128071523001,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:紫色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:07:28,整体不错，颜色好看，摄像也很给力。2k加上高刷，在加888温度确实容易上去，,,,
1449,1128071431030,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:绿色;套餐类型:套餐一;存储容量:8+128GB,2021-04-03 21:06:21,手感不错，玩游戏可以玩差不多五小时，元神也非常流畅一点卡顿也没有，拍照清晰11Pro值得入手。,,,
1450,1128071379084,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:12+256GB,2021-04-03 21:06:02,从一个果粉转变成一个米粉   支持国货从我做起   以前用的是小米4c   现在的米11   安卓系统越来越好  加油   希望雷大大能打败苹果,,,
1451,1126806116349,小米11pro,网络类型:SA/NSA双模(5G);机身颜色:黑色;套餐类型:套餐一;存储容量:8+256GB,2021-04-03 21:05:02,刚收到就立马给换上了，充电器一起寄过来的，很漂亮，观察很久了，11pro的配置是我一直期待理想机，所以看到预售后立马下单，果然没让我失望！,,,
